2015028	1	4	7	10	26	27	28	14
2015029	4	7	14	15	19	21	28	7
2015030	3	8	11	14	15	16	26	7
2015031	2	1	5	7	22	26	32	11
2015032	1	11	14	16	18	29	32	16
2015033	2	3	6	21	29	31	32	5
2015034	3	12	13	17	18	20	27	13
2015035	1	1	8	9	22	24	33	3
2015036	4	4	6	16	17	26	33	3
2015037	1	5	7	12	18	28	31	3
2015038	3	5	6	11	12	14	33	14
2015039	3	1	13	15	26	29	30	12
2015040	4	13	16	18	27	30	32	16
2015041	4	4	9	11	17	21	25	6
2015042	3	9	10	19	21	23	32	8
2015043	3	11	12	15	24	26	27	15
2015044	2	2	3	4	13	14	16	2
2015045	1	1	5	13	22	30	31	7
2015046	3	5	7	10	14	23	31	1
2015047	2	2	3	20	24	26	27	9
2015048	3	13	16	17	22	25	27	10
2015049	1	7	12	14	17	20	23	5
2015050	4	3	9	12	16	17	31	4
2015051	3	4	10	24	26	28	32	9
2015052	1	2	4	11	16	25	26	12
2015053	1	3	7	17	22	32	33	10
2015054	2	1	2	7	10	22	26	7
2015055	4	1	10	15	18	19	28	2
2015056	1	1	7	8	16	18	20	14
2015057	2	9	20	24	25	26	32	4
2015058	4	2	9	10	18	19	20	15
2015059	1	2	6	9	16	25	32	14
2015060	1	1	3	18	27	31	32	13
2015061	3	6	18	22	26	32	33	4
2015062	2	9	14	15	18	21	26	16
2015063	2	1	7	9	16	22	32	12
2015064	1	11	12	14	17	23	27	1
2015065	4	8	10	14	19	26	29	12
2015066	3	5	8	11	17	24	28	16
2015067	4	2	5	8	24	25	31	14
2015068	1	6	15	18	21	26	27	10
2015069	4	1	13	17	18	23	30	15
2015070	1	1	7	13	19	21	29	15
2015071	3	8	18	20	28	29	31	8
2015072	3	1	3	5	20	21	31	5
2015073	3	1	2	17	22	26	27	4
2015074	3	4	7	21	25	26	29	8
2015075	4	6	11	13	19	21	32	4
2015076	4	1	9	10	19	23	27	9
2015077	1	1	6	8	10	13	27	16
2015078	3	3	7	20	22	26	29	2
2015079	4	9	14	15	20	26	32	11
2015080	4	14	17	25	27	28	30	2
2015081	4	13	20	22	26	28	31	13
2015082	3	2	8	9	14	28	30	7
2015083	3	6	7	16	18	29	32	5
2015084	2	15	18	20	22	28	29	15
2015085	2	2	8	25	27	28	29	5
2015086	4	5	6	8	16	18	22	12
2015087	4	9	15	16	19	20	28	11
2015088	4	2	12	20	24	29	31	9
2015089	1	12	14	19	27	28	29	1
2015090	4	10	12	14	22	25	33	15
2015091	2	5	7	17	19	22	31	11
2015092	1	9	15	19	21	26	27	1
2015093	4	1	3	13	21	25	31	8
2015094	2	1	4	6	13	16	17	10
2015095	4	4	15	21	28	30	31	4
2015096	3	6	16	17	23	24	31	7
2015097	1	9	12	14	20	26	27	4
2015098	4	6	9	13	26	27	33	1
2015099	4	6	7	10	11	14	22	9
2015100	2	2	3	11	17	19	21	8
2015101	3	8	16	22	24	28	29	5
2015102	4	7	9	12	14	21	23	6
2015103	1	6	8	13	26	30	32	14
2015104	4	9	18	21	23	25	26	1
2015105	4	9	10	16	19	20	26	12
2015106	2	1	3	4	23	31	32	13
2015107	4	7	14	16	18	21	25	8
2015108	1	2	12	19	22	24	27	15
2015109	2	1	8	9	16	32	33	13
2015110	3	5	7	16	17	22	23	4
2015111	3	8	14	16	18	20	30	12
2015112	4	1	3	10	19	20	27	11
2015113	4	1	5	7	8	19	27	12
2015114	4	4	7	9	13	21	26	1
2015115	4	1	7	8	14	24	32	3
2015116	2	4	6	15	23	26	28	11
2015117	3	4	11	12	18	26	32	12
2015118	1	1	4	11	21	23	31	12
2015119	1	2	8	10	18	23	31	8
2015120	3	16	21	24	26	27	29	16
2015121	2	1	3	20	21	28	29	12
2015122	1	5	7	11	16	22	25	7
2015123	3	5	8	9	12	22	28	7
2015124	2	2	3	5	12	18	27	1
2015125	2	5	13	22	27	30	33	10
2015126	1	10	11	15	20	23	29	12
2015127	1	7	10	19	22	27	33	6
2015128	2	1	3	8	11	22	28	6
2015129	4	5	8	11	16	18	27	4
2015130	2	6	14	15	16	17	22	10
2015131	1	10	12	13	19	22	26	3
2015132	2	3	5	11	28	30	33	1
2015133	4	2	3	13	20	22	24	15
2015134	1	2	5	14	19	27	31	4
2015135	1	1	12	14	18	26	32	7
2015136	3	2	5	12	23	28	29	1
2015137	3	14	22	23	27	28	31	12
2015138	4	1	2	8	16	19	24	11
2015139	3	1	10	13	18	25	27	9
2015140	1	6	20	28	29	30	31	12
2015141	4	3	8	19	25	27	28	2
2015142	2	13	17	19	20	22	25	11
2015143	4	13	15	19	20	21	32	4
2015144	2	1	4	7	15	28	32	16
2015145	3	7	8	15	19	20	24	13
2015146	3	16	17	21	28	30	32	15
2015147	4	8	9	16	23	24	30	5
2015148	1	9	13	14	22	26	27	7
2015149	3	9	10	20	21	22	33	9
2015150	2	1	3	8	11	29	31	13
2015151	4	5	6	8	23	31	32	11
2015152	3	11	18	19	21	29	32	12
2015153	3	8	11	15	22	27	29	3
2015154	2	7	9	11	15	18	25	7
2016001	2	6	13	16	18	20	22	13
2016002	1	9	14	17	20	24	30	16
2016003	3	1	10	14	23	26	28	1
2016004	4	8	10	17	22	25	33	12
2016005	1	11	14	18	20	31	33	14
2016006	1	13	16	18	20	28	31	12
2016007	2	5	12	14	20	27	29	6
2016008	2	2	15	24	29	32	33	2
2016009	2	10	14	24	25	27	32	4
2016010	2	2	4	12	14	19	25	6
2016011	3	3	8	10	15	22	29	12
2016012	4	7	12	14	16	27	32	15
2016013	3	7	12	21	22	26	31	1
2016014	3	2	8	10	18	20	27	7
2016015	1	1	2	14	22	25	26	7
2016016	3	1	20	22	24	25	26	16
2016017	3	5	6	8	20	22	30	5
2016018	2	12	13	14	17	21	25	4
2016019	1	6	13	16	17	23	30	10
2016020	3	1	2	10	12	22	24	10
2016021	2	9	11	13	22	24	26	5
2016022	1	4	9	19	22	23	30	7
2016023	1	3	6	10	19	25	29	7
2016024	1	2	5	7	14	18	31	13
2016025	3	4	11	12	17	24	30	12
2016026	1	4	9	12	28	30	33	1
2016027	4	11	13	15	17	19	31	5
2016028	2	6	8	12	21	25	29	1
2016029	4	12	15	18	20	21	27	15
2016030	4	10	14	19	22	25	29	12
2016031	3	3	8	10	19	26	33	3
2016032	1	8	12	14	15	21	27	15
2016033	2	6	17	18	20	27	29	15
2016034	3	3	15	21	22	23	28	15
2016035	1	4	13	19	20	26	29	11
2016036	2	3	4	7	9	20	22	3
2016037	4	6	15	26	31	32	33	16
2016038	3	3	12	13	22	28	29	3
2016039	4	1	3	7	18	19	27	16
2016040	1	3	13	19	20	23	26	3
2016041	2	12	17	18	21	22	24	4
2016042	3	7	14	17	23	26	31	9
2016043	4	5	14	20	26	30	33	12
2016044	3	1	3	10	12	18	30	1
2016045	1	4	9	12	17	30	32	3
2016046	1	7	20	25	26	27	30	14
2016047	3	2	5	8	15	17	22	16
2016048	2	3	8	13	14	15	30	4
2016049	2	6	8	13	14	22	27	10
2016050	3	9	12	24	28	29	30	2
2016051	3	1	2	4	9	15	33	12
2016052	4	1	6	13	19	24	28	16
2016053	2	2	8	10	12	29	31	1
2016054	2	6	11	16	19	28	32	4
2016055	2	5	6	10	16	22	26	11
2016056	3	3	4	8	11	16	18	14
2016057	3	7	12	19	22	23	26	11
2016058	3	3	5	18	20	24	32	11
2016059	1	4	11	12	20	25	28	15
2016060	3	4	5	22	26	29	32	8
2016061	1	5	6	8	18	20	32	8
2016062	1	12	13	15	18	19	21	9
2016063	3	16	17	18	23	28	32	7
2016064	4	3	12	14	17	19	26	3
2016065	2	13	16	22	25	26	27	14
2016066	2	3	7	13	18	19	20	5
2016067	2	9	13	18	20	27	31	4
2016068	1	8	19	23	28	31	32	1
2016069	2	8	10	11	20	21	27	11
2016070	3	3	6	11	18	23	29	1
2016071	3	19	21	26	28	29	32	1
2016072	4	5	16	19	22	24	25	2
2016073	2	9	11	12	15	16	20	13
2016074	3	6	10	11	12	20	25	12
2016075	3	1	3	6	16	29	32	7
2016076	4	7	8	13	22	30	32	1
2016077	2	1	9	17	19	20	29	10
2016078	3	2	4	8	23	26	29	2
2016079	4	1	3	10	12	24	28	2
2016080	2	1	16	17	24	25	32	14
2016081	2	2	6	15	25	30	32	7
2016082	3	6	12	14	15	17	20	9
2016083	4	9	16	17	24	30	31	4
2016084	4	2	4	12	18	24	26	5
2016085	1	1	12	19	20	21	25	16
2016086	1	9	10	11	12	15	32	5
2016087	1	2	3	10	11	14	21	12
2016088	2	3	14	16	18	25	33	15
2016089	2	1	3	14	30	31	32	8
2016090	4	2	13	17	20	21	26	7
2016091	1	4	8	14	22	23	28	7
2016092	3	2	13	15	23	24	29	6
2016093	3	6	9	15	17	25	27	9
2016094	4	6	7	10	12	18	31	10
2016095	1	1	5	9	12	18	32	12
2016096	3	6	13	14	21	22	24	16
2016097	1	6	13	25	26	28	31	1
2016098	3	2	8	25	29	31	32	6
2016099	1	1	11	21	23	27	33	6
2016100	4	3	10	22	23	27	29	4
2016101	2	1	3	19	24	32	33	1
2016102	4	5	8	10	14	17	30	13
2016103	1	1	5	13	19	24	27	11
2016104	4	5	9	11	18	30	31	4
2016105	2	8	10	19	27	28	31	16
2016106	2	4	5	13	22	25	30	4
2016107	1	6	11	18	26	27	32	1
2016108	2	2	3	7	8	19	26	16
2016109	1	9	11	15	16	27	33	5
2016110	4	5	7	28	31	32	33	8
2016111	1	2	4	7	14	15	32	4
2016112	4	6	12	14	15	18	25	12
2016113	4	1	11	16	17	20	26	14
2016114	4	5	16	20	22	27	29	9
2016115	1	6	8	20	22	26	27	9
2016116	2	7	18	20	23	27	31	13
2016117	3	3	10	14	17	28	33	2
2016118	4	9	14	22	23	31	33	14
2016119	1	9	19	21	30	31	32	4
2016120	2	2	5	6	21	25	28	9
